"series","event"
-46.144431,0
-45.597572,0
-41.263384,0
-40.162459,0
-40.80175,0
-38.928847,0
-33.874687,0
-34.498895,0
-39.610315,0
-41.601715,0
-42.043976,0
-41.398555,0
-42.447597,0
-44.605943,0
-40.929354,0
-43.512109,0
-45.591857,0
-46.030799,0
-45.721749,0
-43.806205,0
-43.648583,0
-45.803801,0
-45.936344,0
-44.123259,0
-45.236674,0
-46.241457,0
-47.160638,0
-42.528029,0
-45.885644,0
-50.664651,0
-56.021878,0
-60.574826,0
-65.106773,0
-73.614445,0
-67.079475,0
-43.25943,0
-11.592157,0
12.611113,0
39.456349,0
63.14634,0
89.76012,0
102.99157,0
74.406061,0
-9.5207769,0
-71.54569,0
-75.413324,0
-66.117219,0
-59.058536,0
-58.681441,0
-59.277468,0
-63.367967,0
-63.250075,0
-60.009422,0
-58.985793,0
-60.243886,0
-62.537609,0
-59.467377,0
-59.206398,0
-60.704677,0
-61.158728,0
-59.31247,0
-59.204075,0
-59.695171,0
-61.728891,0
-58.772591,0
-58.077428,0
-59.047028,0
-62.103562,0
-58.9535,0
-56.640581,0
-59.256065,0
-58.988228,0
-58.203263,0
-58.037882,0
-58.805416,0
-62.047183,0
-62.715228,0
-60.341138,0
-59.834531,0
-63.390929,0
-64.042604,0
-58.003392,0
-60.215927,0
-62.396991,0
-62.41408,0
-60.441287,0
-58.489909,0
-62.926245,0
-61.992515,0
-61.974802,0
-63.677102,0
-66.425116,0
-66.895,0
-66.566582,0
-64.577121,0
-68.424603,0
-72.760921,0
-73.576207,0
-72.810811,0
-76.751814,0
-78.48566,0
-80.754004,0
-82.440645,0
-81.63175,0
-86.256275,0
-87.058697,0
-81.214763,0
-80.542526,0
-80.356425,0
-77.86716,0
-72.306925,0
-66.964897,0
-65.358312,0
-63.638594,0
-58.159886,0
-53.740779,0
-51.910732,0
-48.411174,0
-45.374061,0
-41.526057,0
-41.041982,0
-40.36505,0
-38.828563,0
-39.10104,0
-38.642855,0
-41.689597,0
-43.002419,0
-39.226083,0
-39.520723,0
-40.079206,0
-41.344279,0
-37.518027,0
-39.061786,0
-40.149737,0
-40.032986,0
-38.988423,0
-39.55374,0
-39.57567,0
-41.960721,0
-40.37198,0
-40.998964,0
-41.464234,0
-44.341193,0
-40.903339,0
-39.935751,0
-41.572407,0
-43.676552,0
-45.13254,0
-43.276366,0
-45.708468,0
-48.152812,0
-46.821425,0
-44.692429,0
-45.17582,0
-48.166685,0
-47.38018,0
-41.731975,0
-42.221174,0
-45.187216,0
-44.69827,0
-41.877147,0
-40.895113,0
-43.06636,0
-42.846317,0
-40.970507,0
-40.716291,0
-41.64856,0
-42.065692,0
-37.561921,0
-36.004409,0
-35.438643,0
-37.761628,0
-32.760401,0
-31.207967,0
-28.135356,0
-29.187781,0
-28.418191,0
-29.089768,0
-30.265315,0
-34.10403,0
-32.431479,0
-33.511283,0
-34.259471,0
-36.333543,0
-38.108358,0
-34.998946,0
-33.024473,0
-35.367928,0
-39.208792,0
-38.101648,0
-35.726159,0
-39.584564,0
-37.265779,0
-38.835485,0
-35.567826,0
-35.714509,0
-37.370982,0
-36.076964,0
-33.75187,0
-31.220976,0
-37.086249,0
-38.756065,0
-39.538477,0
-43.603501,0
-45.827987,0
-48.775855,0
-46.574604,0
-27.666356,0
-0.094698515,0
29.149032,0
60.451821,0
87.555807,0
107.06468,0
92.650021,0
31.441903,0
-27.12902,0
-43.674424,0
-43.54204,0
-42.347825,0
-42.023393,0
-45.05695,0
-46.779108,0
-46.195881,0
-45.320853,0
-45.924738,0
-48.874664,0
-47.575064,0
-46.758463,0
-46.758016,0
-50.203478,0
-50.500543,0
-45.219546,0
-48.460091,0
-52.59538,0
-51.89275,0
-50.616606,0
-49.390376,0
-49.388293,0
-50.52878,0
-48.992518,0
-45.514092,0
-47.777107,0
-48.314392,0
-45.890789,0
-44.306488,0
-45.534879,0
-48.223261,0
-47.156533,0
-44.960815,0
-45.696654,0
-51.008968,0
-51.95514,0
-50.942967,0
-51.377691,0
-54.184632,0
-54.107576,0
-53.065031,0
-52.139835,0
-56.908577,0
-57.351738,0
-57.846844,0
-56.771875,0
-59.094467,0
-60.289253,0
-62.162933,0
-59.117193,0
-64.517805,0
-65.898909,0
-67.769053,0
-65.218073,0
-69.07722,0
-70.335071,0
-68.704867,0
-69.60922,0
-72.659737,0
-76.605982,0
-76.130176,0
-71.842595,0
-72.798102,0
-72.847529,0
-69.750537,0
-62.509989,0
-61.262892,0
-58.603262,0
-52.451332,0
-48.945199,0
-48.2264,0
-46.290126,0
-43.827162,0
-39.280411,0
-38.435098,0
-38.55954,0
-41.318708,0
-39.156329,0
-38.072395,0
-39.1851,0
-38.93256,0
-37.524497,0
-34.152511,0
-34.023081,0
-35.296238,0
-36.311038,0
-33.098637,0
-32.855419,0
-36.028545,0
-35.053012,0
-32.873756,0
-36.705527,0
-37.770322,0
-39.828948,0
-35.710298,0
-34.554063,0
-37.162877,0
-37.90032,0
-38.130618,0
-38.15295,0
-39.643025,0
-43.427292,0
-38.804459,0
-39.353309,0
-38.370301,0
-44.790294,0
-41.5146,0
-38.915792,0
-38.063366,0
-41.024333,0
-41.139514,0
-38.597756,0
-38.105317,0
-40.933145,0
-42.197306,0
-39.819672,0
-41.015993,0
-41.826702,0
-39.28984,0
-37.214489,0
-35.618757,0
-35.608721,0
-36.206514,0
-31.932504,0
-28.455552,0
-29.112539,0
-28.453474,0
-29.260755,0
-25.593773,0
-26.632945,0
-26.730483,0
-24.86365,0
-21.274032,0
-19.215921,0
-22.575226,0
-24.31637,0
-24.510111,0
-26.015881,0
-27.981782,0
-30.503854,0
-30.844844,0
-31.045941,0
-36.539434,0
-34.129241,0
-33.829021,0
-31.535222,0
-33.446398,0
-36.242308,0
-35.424566,0
-34.294603,0
-36.177459,0
-36.536425,0
-35.369287,0
-34.569861,0
-33.215332,0
-36.394105,0
-34.610466,0
-35.33628,0
-39.992044,0
-46.336398,0
-49.766768,0
-56.631443,0
-47.141814,0
-27.594677,0
-0.5203202,0
26.275114,0
49.680032,0
74.110433,0
96.524919,0
107.46412,0
71.510997,0
1.3013996,0
-55.399692,0
-69.780861,0
-62.776689,0
-56.456839,0
-57.233896,0
-49.027486,0
-45.376253,0
-45.382908,0
-48.160296,0
-51.248118,0
-49.919706,0
-49.123477,0
-51.29765,0
-52.921733,0
-47.758737,0
-47.694124,0
-53.195843,0
-50.867361,0
-50.349975,0
-52.213283,0
-52.58241,0
-52.141928,0
-49.798187,0
-46.875312,0
-52.137016,0
-53.19522,0
-52.207097,0
-50.31951,0
-53.268121,0
-56.951371,0
-53.708853,0
-51.592451,0
-55.440544,0
-58.305665,0
-56.205903,0
-51.914845,0
-54.684862,0
-57.280617,0
-57.414508,0
-52.663875,0
-55.102993,0
-59.552578,0
-60.617788,0
-58.672793,0
-60.01947,0
-62.735899,0
-63.619778,0
-62.764746,0
-61.560918,0
-62.783315,0
-64.316155,0
-67.257252,0
-70.146001,0
-69.832696,0
-69.389465,0
-69.047247,0
-66.360223,0
-68.77256,0
-71.443722,0
-71.939535,0
-69.941754,0
-74.051324,0
-76.22838,0
-76.067164,0
-70.07211,0
-69.613093,0
-70.000435,0
-70.357675,0
-64.041842,0
-60.534938,0
-61.970248,0
-61.181984,0
-56.378655,0
-52.330807,0
-49.407681,0
-50.744387,0
-47.715537,0
-48.66364,0
-46.034656,0
-46.780129,0
-45.013831,0
-42.456004,0
-43.489941,0
-43.814267,0
-45.350008,0
-40.865608,0
-43.22454,0
-44.813045,0
-46.555396,0
-44.851398,0
-43.902654,0
-44.035453,0
-44.850902,0
-42.215445,0
-43.24896,0
-44.363785,0
-47.30308,0
-45.489147,0
-44.454514,0
-48.002854,0
-49.636973,0
-44.062055,0
-44.113968,0
-49.060066,0
-51.331447,0
-51.027861,0
-48.994505,0
-51.369421,0
-55.010125,0
-55.237434,0
-55.449207,0
-57.086059,0
-60.258116,0
-60.253552,0
-53.609424,0
-53.99497,0
-58.880061,0
-60.365395,0
-55.932084,0
-57.085523,0
-58.125848,0
-57.245245,0
-54.890301,0
-56.26141,0
-56.165158,0
-55.6411,0
-53.211456,0
-51.589308,0
-48.627805,0
-48.301443,0
-47.389871,0
-46.383287,0
-47.293846,0
-47.564831,0
-44.734412,0
-38.94769,0
-41.261982,0
-48.03741,0
-50.950615,0
-48.385341,0
-48.905962,0
-47.017395,0
-49.140602,0
-48.054711,0
-50.221209,0
-53.752183,0
-55.479352,0
-52.214775,0
-50.418874,0
-51.439669,0
-55.726165,0
-55.940731,0
-50.370506,0
-48.845392,0
-50.161194,0
-49.600314,0
-47.128562,0
-43.946308,0
-46.704864,0
-50.516513,0
-57.612035,0
-61.075506,0
-63.980309,0
-67.2822,0
-63.140511,0
-41.894078,0
-13.040602,0
13.11059,0
35.777045,0
60.628854,0
82.026659,0
57.849142,0
-17.164112,0
-72.010418,0
-77.219741,0
-64.786824,0
-54.575816,0
-52.357498,0
-53.863407,0
-56.674025,0
-55.603505,0
-52.799209,0
-50.637406,0
-54.657424,0
-52.697575,0
-50.048191,0
-50.603372,0
-55.448512,0
-54.86518,0
-52.254193,0
-50.464331,0
-53.003983,0
-54.168801,0
-51.414011,0
-49.996849,0
-51.31674,0
-52.810506,0
-54.479755,0
-53.139262,0
-54.560403,0
-54.784764,0
-51.590472,0
-51.497109,0
-54.641813,0
-60.020811,0
-57.097408,0
-52.152646,0
-52.230696,0
-51.498348,0
-55.455379,0
-53.737686,0
-53.452701,0
-56.293344,0
-58.168143,0
-51.147639,0
-49.992923,0
-52.074121,0
-54.847937,0
-53.431673,0
-57.072812,0
-59.867418,0
-60.356831,0
-60.596705,0
-61.798551,0
-64.253885,0
-66.183322,0
-65.942594,0
-67.51886,0
-71.077136,0
-76.094052,0
-74.563677,0
-73.58215,0
-75.764949,0
-79.77143,0
-76.949541,0
-69.696557,0
-68.91239,0
-69.379281,0
-68.219258,0
-59.56515,0
-53.455761,0
-55.245467,0
-50.021733,0
-43.952548,0
-39.918527,0
-40.701465,0
-36.495963,0
-33.43431,0
-27.515444,0
-30.866054,0
-32.179218,0
-30.295396,0
-31.39936,0
-28.295451,0
-29.643263,0
-26.788441,0
-26.315399,0
-26.889245,0
-29.929654,0
-29.145306,0
-25.161159,0
-27.318868,0
-30.509644,0
-30.640945,0
-29.423389,0
-28.396408,0
-29.974967,0
-32.930835,0
-28.525711,0
-29.460267,0
-31.494381,0
-34.304408,0
-34.92523,0
-32.272675,0
-34.983248,0
-36.954599,0
-34.241658,0
-35.690162,0
-39.058956,0
-41.688695,0
-42.103078,0
-39.044008,0
-37.927161,0
-42.557456,0
-40.16056,0
-37.009017,0
-36.974689,0
-42.003341,0
-43.208896,0
-42.306656,0
-41.208592,0
-42.331721,0
-40.096563,0
-37.647438,0
-39.441199,0
-43.873587,0
-45.493647,0
-42.101405,0
-38.25232,0
-40.946929,0
-42.044414,0
-38.628993,0
-34.066935,0
-34.277415,0
-37.257451,0
-35.102724,0
-34.499173,0
-30.221698,0
-29.921275,0
-23.021959,0
-24.577171,0
-31.047035,0
-34.692554,0
-33.965928,0
-31.682706,0
-33.290451,0
-36.388191,0
-37.812964,0
-34.161789,0
-34.252328,0
-39.065558,0
-40.898759,0
-39.45824,0
-36.734314,0
-39.959995,0
-40.548549,0
-39.645317,0
-36.228116,0
-38.264195,0
-39.708361,0
-38.184124,0
-44.865937,0
-54.256373,0
-60.81967,0
-65.978976,0
-69.108711,0
-69.744181,0
-59.771506,0
-54.256219,0
4.2194835,0
36.529268,0
61.317492,0
96.923574,0
128.67159,0
119.89081,0
34.181143,0
-45.10813,0
-52.146992,0
-42.568273,0
-44.213773,0
-41.323612,0
-41.367383,0
-39.569597,0
-41.272962,0
-45.344941,0
-43.611113,0
-42.720587,0
-43.522849,0
-44.38255,0
-45.251161,0
-42.258156,0
-42.97515,0
-43.687459,0
-45.71081,0
-43.602079,0
-41.564647,0
-46.031686,0
-45.435412,0
-41.676849,0
-39.677962,0
-42.760427,0
-44.287747,0
-41.990175,0
-39.051527,0
-40.404559,0
-40.214575,0
-39.936996,0
-35.779927,0
-34.566086,0
-34.870519,0
-34.150214,0
-34.522277,0
-36.956865,0
-39.283796,0
-37.181039,0
-37.639988,0
-37.887679,0
-41.983604,0
-42.015919,0
-40.985336,0
-40.148084,0
-43.727274,0
-45.529029,0
-42.871225,0
-46.275593,0
-46.141815,0
-49.631608,0
-49.755199,0
-51.528108,0
-57.360312,0
-59.566443,0
-56.72729,0
-55.248908,0
-55.71748,0
-58.583931,0
-52.673108,0
-47.913671,0
-44.760974,0
-45.388063,0
-40.430101,0
-32.504323,0
-31.468466,0
-32.461159,0
-29.876412,0
-22.18931,0
-21.21776,0
-18.193685,0
-20.358327,0
-16.445137,0
-14.751617,0
-18.333919,0
-17.369421,0
-12.85332,0
-12.965568,0
-16.776413,0
-21.081187,0
-17.592503,0
-17.723444,0
-20.671812,0
-21.818676,0
-18.769128,0
-17.918712,0
-18.72997,0
-23.049805,0
-19.353926,0
-17.891463,0
-18.69368,0
-20.88702,0
-21.920864,0
-22.911699,0
-22.427034,0
-22.487728,0
-24.366606,0
-22.296839,0
-23.84466,0
-26.621495,0
-27.730807,0
-28.025035,0
-23.077041,0
-25.26615,0
-29.023796,0
-25.969874,0
-22.537774,0
-27.056731,0
-33.482697,0
-32.466797,0
-30.563592,0
-26.23589,0
-28.977185,0
-30.09216,0
-26.474459,0
-26.702311,0
-28.584138,0
-28.521341,0
-26.972535,0
-25.373244,0
-28.406682,0
-27.019928,0
-22.150144,0
-20.13641,0
-22.880369,0
-22.56356,0
-20.979134,0
-20.792264,0
-21.309953,0
-16.156665,0
-12.949137,0
-8.006699,0
-9.4236306,0
-9.8910268,0
-13.035063,0
-12.943553,0
-13.272708,0
-19.062441,0
-20.751443,0
-19.168992,0
-18.234758,0
-20.244173,0
-21.348589,0
-16.947742,0
-18.236167,0
-20.021146,0
-22.210934,0
-19.392502,0
-19.282195,0
-22.756465,0
-23.951594,0
-20.505268,0
-17.165549,0
-20.351809,0
-21.245122,0
-23.7045,0
-27.289417,0
-37.264962,0
-45.853937,0
-41.639838,0
-23.575128,0
4.281508,0
18.874879,0
32.69758,0
43.339312,0
59.880114,0
77.981787,0
85.074086,0
127.64689,0
122.21177,0
53.906337,0
-21.145886,0
-42.794015,0
-36.030989,0
-34.835977,0
-32.717854,0
-30.342011,0
-31.34065,0
-34.317553,0
-35.667615,0
-33.931728,0
-32.182003,0
-35.427154,0
-38.184637,0
-38.621278,0
-37.067188,0
-35.985508,0
-41.354367,0
-39.337266,0
-36.940273,0
-38.259334,0
-39.775825,0
-40.922288,0
-36.160656,0
-38.233968,0
-40.896607,0
-39.129798,0
-38.746141,0
-37.577439,0
-39.618189,0
-42.529785,0
-42.123418,0
-39.871272,0
-41.901688,0
-43.25095,0
-40.43682,0
-38.333206,0
-41.92463,0
-44.469451,0
-41.484874,0
-38.819094,0
-42.193897,0
-45.809734,0
-44.072283,0
-42.071756,0
-41.936539,0
-44.767857,0
-46.735487,0
-44.336622,0
-46.405617,0
-47.075786,0
-49.581878,0
-48.05391,0
-51.016466,0
-53.687285,0
-55.878703,0
-53.80429,0
-50.845918,0
-55.456234,0
-55.592495,0
-53.15796,0
-51.88788,0
-52.468559,0
-53.283126,0
-50.641859,0
-46.791031,0
-45.347537,0
-44.710421,0
-37.988248,0
-34.424421,0
-33.341093,0
-31.961853,0
-33.02459,0
-25.717326,0
-26.885661,0
-24.42908,0
-26.348465,0
-21.893577,0
-20.703422,0
-25.207366,0
-23.499926,0
-17.252735,0
-17.394022,0
-17.827956,0
-19.782216,0
-18.425555,0
-16.963339,0
-18.241984,0
-21.458666,0
-19.396884,0
-15.032553,0
-18.320172,0
-21.873609,0
-21.669218,0
-21.168601,0
-19.128231,0
-23.478063,0
-24.321601,0
-24.012097,0
-21.402905,0
-20.59388,0
-23.186387,0
-24.045802,0
-24.217192,0
-25.123154,0
-27.331136,0
-25.983257,0
-23.815449,0
-27.814801,0
-30.651495,0
-28.387739,0
-26.915158,0
-29.053899,0
-32.999447,0
-32.961587,0
-29.818987,0
-25.252487,0
-30.39046,0
-33.296442,0
-30.978388,0
-32.504704,0
-32.837566,0
-34.704947,0
-29.26102,0
-29.526917,0
-32.825442,0
-34.042279,0
-32.615151,0
-31.465988,0
-34.561957,0
-34.519155,0
-31.301298,0
-29.919644,0
-33.044206,0
-32.935744,0
-27.891929,0
-30.096019,0
-30.19497,0
-34.176827,0
-30.090688,0
-25.631862,0
-22.711986,0
-24.088723,0
-20.462519,0
-20.114791,0
-21.647522,0
-27.363949,0
-28.728824,0
-24.974795,0
-23.191954,0
-29.044063,0
-29.685674,0
-27.882711,0
-29.519829,0
-28.422722,0
-32.291623,0
-30.365824,0
-27.150503,0
-31.231878,0
-32.35015,0
-30.862471,0
-27.555891,0
-31.386329,0
-36.089722,0
-32.271292,0
-28.604047,0
-28.991731,0
-30.927307,0
-30.986227,0
-25.159249,0
-27.625182,0
-34.254321,0
-36.243001,0
-40.93433,0
-47.422642,0
-50.988299,0
-37.718111,0
-9.7588457,0
15.792798,0
36.636771,0
59.199301,0
85.72167,0
96.396571,0
65.452131,0
-4.1576415,0
-48.474439,0
-47.203716,0
-41.727052,0
-39.435139,0
-39.557936,0
-35.155624,0
-37.913714,0
-43.35979,0
-41.914035,0
-40.045046,0
-38.435827,0
-44.631479,0
-44.103894,0
-41.919161,0
-40.860168,0
-42.028791,0
-42.045229,0
-37.734819,0
-38.190252,0
-40.525217,0
-45.291816,0
-41.017257,0
-40.701079,0
-43.406013,0
-45.555877,0
-43.29236,0
-42.805622,0
-44.796286,0
-45.795869,0
-44.364097,0
-45.405058,0
-45.800904,0
-47.131923,0
-45.35387,0
-43.25357,0
-43.354093,0
-48.591679,0
-49.177384,0
-45.503019,0
-43.687258,0
-43.570876,0
-45.737289,0
-46.100586,0
-46.420851,0
-47.973462,0
-48.316443,0
-44.780414,0
-45.500009,0
-49.543062,0
-50.65852,0
-52.079959,0
-51.301491,0
-52.900026,0
-56.595031,0
-56.543289,0
-56.576721,0
-58.187559,0
-61.751913,0
-61.427206,0
-58.358038,0
-59.871624,0
-61.481042,0
-63.73433,0
-57.756517,0
-58.403307,0
-60.030528,0
-59.600501,0
-54.531926,0
-50.326171,0
-50.258841,0
-48.176531,0
-44.091491,0
-42.120804,0
-39.521112,0
-39.291173,0
-36.290085,0
-35.87223,0
-35.424438,0
-37.23426,0
-34.757967,0
-32.109839,0
-33.750728,0
-35.884249,0
-33.562597,0
-34.058634,0
-34.571343,0
-35.921183,0
-38.18351,0
-36.728537,0
-35.86447,0
-38.787323,0
-42.99526,0
-39.074231,0
-37.354534,0
-39.307573,0
-43.423775,0
-40.299411,0
-36.028264,0
-38.821519,0
-41.620408,0
-37.818189,0
-38.665523,0
-39.115785,0
-45.985765,0
-43.723909,0
-39.392539,0
-39.727132,0
-44.336572,0
-42.316459,0
-41.547958,0
-42.577368,0
-45.692371,0
-46.428592,0
-45.269308,0
-45.382078,0
-47.325643,0
-47.544752,0
-43.599867,0
-43.067619,0
-46.172488,0
-48.701342,0
-45.197173,0
-47.137857,0
-46.142408,0
-48.528214,0
-48.462138,0
-46.199049,0
-45.785396,0
-45.811462,0
-43.045415,0
-41.816141,0
-44.323764,0
-48.153286,0
-46.455896,0
-43.079401,0
-43.582409,0
-42.501459,0
-41.771652,0
-39.61041,0
-39.990018,0
-44.902496,0
-42.227167,0
-36.900655,0
-35.953523,0
-37.174859,0
-36.376677,0
-34.779142,0
-34.990948,0
-42.795009,0
-45.751393,0
-43.575675,0
-40.528666,0
-41.996112,0
-47.803476,0
-46.983334,0
-41.936165,0
-44.602641,0
-45.333012,0
-46.409177,0
-41.23763,0
-40.777097,0
-46.47234,0
-48.991322,0
-48.29318,0
-46.372789,0
-47.723854,0
-50.695073,0
-48.43549,0
-45.142957,0
-47.742785,0
-47.678842,0
-47.092944,0
-43.007736,0
-47.000145,0
-54.648603,0
-60.066035,0
-60.990067,0
-68.610833,0
-67.495357,0
-45.729893,0
-19.185726,0
-0.40695667,0
14.3108,0
37.574927,0
61.684507,0
71.882079,0
26.977004,0
5.0569268,0
-74.652176,0
-71.925719,0
-68.290602,0
-63.321617,0
-59.418965,0
-56.703599,0
-62.510297,0
-60.143019,0
-58.606551,0
-55.9333,0
-54.546581,0
-58.528559,0
-54.630297,0
-54.520706,0
-58.787272,0
-58.82408,0
-59.934641,0
-57.186685,0
-56.129446,0
-61.191188,0
-63.786405,0
-61.761411,0
-62.65432,0
-67.67862,0
-67.480278,0
-61.510187,0
-62.428587,0
-63.003425,0
-63.62319,0
-58.864262,0
-63.291841,0
-64.188199,0
-65.532764,0
-61.172229,0
-61.143076,0
-59.915586,0
-62.803893,0
-61.675687,0
-60.18958,0
-64.392369,0
-67.745829,0
-65.264492,0
-63.127331,0
-64.086964,0
-67.159883,0
-68.171905,0
-69.974377,0
-67.108176,0
-70.259101,0
-71.489568,0
-68.479469,0
-69.911609,0
-72.51486,0
-72.817937,0
-71.050283,0
-73.120557,0
-76.498706,0
-76.666595,0
-77.262957,0
-75.494008,0
-76.934153,0
-81.374023,0
-81.728664,0
-78.812252,0
-79.493758,0
-84.673978,0
-81.149184,0
-77.844245,0
-74.775022,0
-74.541855,0
-69.761022,0
-64.69444,0
-59.938329,0
-58.410326,0
-55.731735,0
-48.014863,0
-47.484762,0
-46.438995,0
-45.109765,0
-42.979955,0
-40.415999,0
-40.347633,0
-40.945921,0
-39.713096,0
-36.43144,0
-38.680942,0
-37.590281,0
-36.465458,0
-30.521502,0
-33.017347,0
-37.77956,0
-36.168026,0
-32.237855,0
-31.793371,0
-35.20148,0
-35.851305,0
-32.164418,0
-33.130817,0
-37.612407,0
-39.959472,0
-35.332617,0
-35.739742,0
-35.730265,0
-37.430662,0
-37.846921,0
-37.720234,0
-41.17748,0
-40.123124,0
-40.010671,0
-37.81881,0
-39.742886,0
-46.137916,0
-44.267462,0
-37.921084,0
-41.591789,0
-45.608028,0
-45.431758,0
-43.195717,0
-42.848933,0
-46.077005,0
-46.06629,0
-43.124451,0
-44.483817,0
-44.397426,0
-44.800245,0
-43.364966,0
-43.197773,0
-49.00407,0
-46.222899,0
-46.366489,0
-45.314836,0
-45.936381,0
-49.273793,0
-48.498431,0
-45.74655,0
-45.148992,0
-48.827953,0
-47.116966,0
-46.16685,0
-42.720572,0
-45.6259,0
-43.897213,0
-38.504168,0
-40.667267,0
-41.21422,0
-40.028126,0
-36.204817,0
-37.178745,0
-37.84142,0
-38.724453,0
-29.759458,0
-31.376876,0
-35.613058,0
-37.110579,0
-34.629058,0
-35.797592,0
-34.992651,0
-39.612115,0
-37.219134,0
-36.304213,0
-38.011622,0
-39.531789,0
-37.910296,0
-38.012056,0
-37.821346,0
-41.890795,0
-40.838586,0
-39.192742,0
-39.71561,0
-41.575313,0
-38.597457,0
-37.567649,0
-36.331343,0
-39.46407,0
-39.021828,0
-36.36212,0
-39.132006,0
-47.943556,0
-55.031305,0
-56.049583,0
-51.095249,0
-35.491443,0
-6.9861698,0
24.047569,0
48.276981,0
71.698921,0
97.010162,0
110.34541,0
72.73253,0
-9.1627715,0
-60.903663,0
-58.531048,0
-52.72157,0
-50.02267,0
-48.148598,0
-46.1828,0
-46.886508,0
-49.017596,0
-50.819865,0
-53.990031,0
-48.381733,0
-48.776676,0
-50.77357,0
-52.010355,0
-51.15186,0
-48.620023,0
-51.078561,0
-55.178144,0
-51.596163,0
-47.045238,0
-49.547075,0
-51.460201,0
-50.212915,0
-47.549397,0
-46.763263,0
-50.845349,0
-48.736466,0
-46.541788,0
-45.758364,0
-49.028538,0
-49.420054,0
-49.288343,0
-49.93838,0
-51.099377,0
-51.749351,0
-46.432295,0
-46.106887,0
-49.135083,0
-49.365723,0
-47.982716,0
-46.893911,0
-48.203837,0
-50.966161,0
-50.729564,0
-49.695757,0
-50.624261,0
-54.845013,0
-52.948567,0
-52.356006,0
-55.47523,0
-58.197481,0
-60.263005,0
-57.588179,0
-57.597302,0
-62.209631,0
-60.858183,0
-62.606055,0
-62.331566,0
-65.672497,0
-66.604817,0
-61.724502,0
-60.618742,0
-66.287288,0
-67.679934,0
-68.065112,0
-66.507525,0
-70.618732,0
-69.953203,0
-67.66866,0
-66.984929,0
-66.055324,0
-66.218849,0
-59.894871,0
-53.100744,0
-53.528491,0
-52.599137,0
-48.477989,0
-42.520881,0
-41.507306,0
-41.563271,0
-39.808578,0
-35.263093,0
-32.688794,0
-34.060663,0
-37.866624,0
-34.045078,0
-33.633361,0
-36.114446,0
-34.759743,0
-31.47892,0
-29.289656,0
-32.167283,0
-32.611447,0
-30.906087,0
-26.600539,0
-27.687646,0
-29.446834,0
-26.814295,0
-25.146248,0
-25.711068,0
-29.454964,0
-28.358816,0
-26.71647,0
-28.345781,0
-30.236923,0
-32.482296,0
-28.531838,0
-31.953648,0
-32.241459,0
-33.214151,0
-31.739668,0
-31.425771,0
-31.629383,0
-33.017258,0
-34.060998,0
-33.418025,0
-37.520531,0
-36.279743,0
-34.994982,0
-30.045538,0
-31.680491,0
-35.799247,0
-33.881272,0
-31.503094,0
-33.239864,0
-35.963131,0
-36.076488,0
-32.761395,0
-34.889236,0
-36.229126,0
-35.50282,0
-34.007725,0
-34.405493,0
-34.955188,0
-34.789265,0
-29.759927,0
-23.791936,0
-25.221525,0
-26.777594,0
-25.38946,0
-24.320151,0
-22.363901,0
-23.082628,0
-18.447264,0
-15.760785,0
-16.285309,0
-20.918251,0
-21.543593,0
-18.565522,0
-23.429035,0
-27.829167,0
-25.701716,0
-25.496547,0
-26.297226,0
-29.269587,0
-30.511199,0
-27.979638,0
-27.674072,0
-27.687265,0
-28.81462,0
-25.698927,0
-26.0566,0
-28.491899,0
-29.400435,0
-27.67846,0
-27.146812,0
-28.691383,0
-30.514159,0
-30.961668,0
-31.612879,0
-39.188749,0
-43.391068,0
-45.725081,0
-50.853003,0
-51.501337,0
-36.75122,0
-6.3689436,0
24.893723,0
49.075022,0
72.762366,0
97.90041,0
98.208014,0
40.551816,0
-29.151307,0
-42.879916,0
-42.954872,0
-40.41687,0
-41.579394,0
-44.375608,0
-43.419448,0
-43.408097,0
-44.094075,0
-44.578431,0
-43.484491,0
-41.126739,0
-44.530727,0
-47.769496,0
-45.839635,0
-42.685839,0
-43.635261,0
-45.716137,0
-46.42304,0
-43.830809,0
-44.284008,0
-45.589397,0
-47.013091,0
-46.241246,0
-43.870883,0
-47.378182,0
-47.195867,0
-47.114825,0
-45.528463,0
-46.784591,0
-49.753169,0
-47.516333,0
-45.41897,0
-45.065985,0
-48.267506,0
-46.429491,0
-44.859705,0
-45.640621,0
-48.189913,0
-46.394219,0
-45.303341,0
-47.487139,0
-48.563505,0
-48.49396,0
-46.661024,0
-49.331306,0
-52.565852,0
-55.160359,0
-50.94133,0
-50.188362,0
-56.247236,0
-57.893059,0
-55.148241,0
-54.673057,0
-58.472252,0
-60.228025,0
-57.102138,0
-56.631828,0
-60.590821,0
-62.905937,0
-60.790063,0
-59.382541,0
-60.583333,0
-63.137277,0
-59.966573,0
-55.612861,0
-55.272277,0
-54.284929,0
-50.566885,0
-46.367893,0
-46.242148,0
-41.532781,0
-40.825802,0
-34.763649,0
-35.112128,0
-35.800239,0
-37.006841,0
-29.854819,0
-26.363308,0
-32.065636,0
-31.959988,0
-30.525212,0
-26.859212,0
-31.271393,0
-33.1701,0
-29.357025,0
-31.686756,0
-33.397555,0
-34.652619,0
-31.676578,0
-28.40585,0
-29.218404,0
-31.088344,0
-31.436933,0
-28.20932,0
-29.925342,0
-32.500798,0
-31.040266,0
-29.823351,0
-30.725322,0
-32.521215,0
-36.819526,0
-33.096845,0
-31.95107,0
-35.496974,0
