"","Time","Tp","Cl","pH","Redox","Leit","Trueb","Cl_2","Fm","Fm_2","EVENT"
"16763",2016-08-14 22:11:00,6.9,0.17,8.29,754,211,0.02,0.114,1608,1049,FALSE
"16764",2016-08-14 22:12:00,6.9,0.16,8.29,754,211,0.021,0.114,1587,1053,FALSE
"16765",2016-08-14 22:13:00,6.9,0.16,8.29,754,211,0.02,0.114,1559,1053,FALSE
"16766",2016-08-14 22:14:00,6.9,0.16,8.28,754,211,0.02,0.114,1578,1040,FALSE
"16767",2016-08-14 22:15:00,6.9,0.16,8.28,753,211,0.02,0.114,1596,1049,FALSE
"16768",2016-08-14 22:16:00,6.9,0.16,8.28,754,211,0.02,0.114,1586,1042,FALSE
"16769",2016-08-14 22:17:00,6.9,0.16,8.28,754,207,0.02,0.114,1608,1047,FALSE
"16770",2016-08-14 22:18:00,6.9,0.16,8.28,755,210,0.021,0.114,1643,1047,FALSE
"16771",2016-08-14 22:19:00,6.8,0.17,8.28,754,207,0.021,0.114,1585,1052,FALSE
"16772",2016-08-14 22:20:00,6.9,0.16,8.28,755,207,0.021,0.114,1611,1048,FALSE
"16773",2016-08-14 22:21:00,6.9,0.16,8.28,755,207,0.021,0.114,1609,1046,FALSE
"16774",2016-08-14 22:22:00,6.9,0.16,8.28,754,207,0.021,0.114,1576,1042,FALSE
"16775",2016-08-14 22:23:00,6.9,0.16,8.28,754,207,0.024,0.114,1628,1049,FALSE
"16776",2016-08-14 22:24:00,6.9,0.16,8.28,755,207,0.021,0.113,1614,1046,FALSE
"16777",2016-08-14 22:25:00,6.9,0.16,8.28,754,207,0.02,0.114,1576,1047,FALSE
"16778",2016-08-14 22:26:00,6.9,0.16,8.28,754,207,0.021,0.114,1599,1048,FALSE
"16779",2016-08-14 22:27:00,6.9,0.16,8.28,754,207,0.022,0.114,1593,1043,FALSE
"16780",2016-08-14 22:28:00,6.9,0.16,8.28,755,207,0.023,0.114,1603,1049,FALSE
"16781",2016-08-14 22:29:00,6.9,0.16,8.28,754,207,0.027,0.114,1592,1043,FALSE
"16782",2016-08-14 22:30:00,6.9,0.16,8.28,754,207,0.021,0.114,1627,1046,FALSE
"16783",2016-08-14 22:31:00,6.9,0.16,8.28,754,207,0.021,0.114,1590,1043,FALSE
"16784",2016-08-14 22:32:00,6.9,0.16,8.28,754,207,0.021,0.114,1626,1047,FALSE
"16785",2016-08-14 22:33:00,6.9,0.16,8.29,754,207,0.022,0.114,1598,1046,FALSE
"16786",2016-08-14 22:34:00,6.9,0.17,8.29,754,207,0.021,0.114,1626,1049,FALSE
"16787",2016-08-14 22:35:00,6.9,0.17,8.3,754,207,0.022,0.114,1622,1047,FALSE
"16788",2016-08-14 22:36:00,6.9,0.17,8.3,754,207,0.024,0.114,1607,1048,FALSE
"16789",2016-08-14 22:37:00,6.9,0.17,8.3,755,207,0.024,0.114,1605,1053,FALSE
"16790",2016-08-14 22:38:00,6.9,0.17,8.3,754,207,0.023,0.114,1644,1052,FALSE
"16791",2016-08-14 22:39:00,6.9,0.17,8.3,753,210,0.022,0.114,1614,1042,FALSE
"16792",2016-08-14 22:40:00,6.9,0.17,8.3,754,207,0.021,0.114,1619,1043,FALSE
"16793",2016-08-14 22:41:00,6.9,0.17,8.3,754,207,0.021,0.114,1587,1057,FALSE
"16794",2016-08-14 22:42:00,6.9,0.17,8.3,754,207,0.021,0.114,1598,1053,FALSE
"16795",2016-08-14 22:43:00,6.9,0.17,8.3,754,207,0.021,0.114,1608,1046,FALSE
"16796",2016-08-14 22:44:00,6.9,0.17,8.3,755,210,0.021,0.114,1587,1049,FALSE
"16797",2016-08-14 22:45:00,6.9,0.17,8.3,754,211,0.021,0.114,1651,1046,FALSE
"16798",2016-08-14 22:46:00,6.9,0.17,8.3,754,210,0.023,0.114,1645,1052,FALSE
"16799",2016-08-14 22:47:00,6.9,0.17,8.3,754,211,0.022,0.114,1644,1046,FALSE
"16800",2016-08-14 22:48:00,6.9,0.17,8.3,754,211,0.021,0.114,1672,1043,FALSE
"16801",2016-08-14 22:49:00,6.9,0.17,8.3,754,207,0.021,0.114,1667,1042,FALSE
"16802",2016-08-14 22:50:00,6.9,0.16,8.29,754,211,0.021,0.114,1671,1049,FALSE
"16803",2016-08-14 22:51:00,6.9,0.16,8.29,754,211,0.021,0.114,1650,1049,FALSE
"16804",2016-08-14 22:52:00,6.9,0.16,8.29,755,207,0.021,0.113,1666,1049,FALSE
"16805",2016-08-14 22:53:00,6.9,0.16,8.29,754,211,0.021,0.114,1645,1041,FALSE
"16806",2016-08-14 22:54:00,6.9,0.16,8.29,754,211,0.021,0.114,1633,1047,FALSE
"16807",2016-08-14 22:55:00,6.9,0.16,8.28,754,211,0.021,0.113,1648,1048,FALSE
"16808",2016-08-14 22:56:00,6.9,0.16,8.28,754,211,0.021,0.114,1615,1052,FALSE
"16809",2016-08-14 22:57:00,6.9,0.16,8.28,754,210,0.021,0.114,1634,1053,FALSE
"16810",2016-08-14 22:58:00,6.9,0.16,8.28,754,211,0.022,0.114,1599,1053,FALSE
"16811",2016-08-14 22:59:00,6.9,0.16,8.28,754,211,0.029,0.114,1596,1047,FALSE
"16812",2016-08-14 23:00:00,6.9,0.16,8.28,754,211,0.021,0.114,1593,1047,FALSE
"16813",2016-08-14 23:01:00,6.9,0.16,8.28,754,211,0.022,0.114,1593,1047,FALSE
"16814",2016-08-14 23:02:00,6.9,0.16,8.28,754,211,0.021,0.114,1601,1043,FALSE
"16815",2016-08-14 23:03:00,6.9,0.16,8.28,754,211,0.021,0.114,1592,1042,FALSE
"16816",2016-08-14 23:04:00,6.9,0.16,8.28,754,210,0.021,0.114,1613,1049,FALSE
"16817",2016-08-14 23:05:00,6.9,0.16,8.28,755,211,0.021,0.114,1619,1047,FALSE
"16818",2016-08-14 23:06:00,6.9,0.16,8.28,755,211,0.021,0.114,1622,1047,FALSE
"16819",2016-08-14 23:07:00,6.9,0.16,8.28,755,211,0.023,0.114,1604,1052,FALSE
"16820",2016-08-14 23:08:00,6.9,0.16,8.28,754,211,0.022,0.114,1608,1042,FALSE
"16821",2016-08-14 23:09:00,6.9,0.16,8.28,754,211,0.024,0.114,1598,1053,FALSE
"16822",2016-08-14 23:10:00,6.9,0.17,8.28,754,211,0.023,0.116,1631,1052,FALSE
"16823",2016-08-14 23:11:00,6.9,0.17,8.28,754,211,0.021,0.114,1625,1053,FALSE
"16824",2016-08-14 23:12:00,6.9,0.17,8.28,754,211,0.021,0.114,1625,1047,FALSE
"16825",2016-08-14 23:13:00,6.9,0.17,8.28,754,211,0.022,0.114,1643,1042,FALSE
"16826",2016-08-14 23:14:00,6.9,0.17,8.29,754,211,0.021,0.114,1628,1042,FALSE
"16827",2016-08-14 23:15:00,6.9,0.17,8.28,754,211,0.021,0.114,1619,1048,FALSE
"16828",2016-08-14 23:16:00,6.9,0.17,8.29,754,211,0.021,0.114,1615,1053,FALSE
"16829",2016-08-14 23:17:00,6.9,0.16,8.29,754,211,0.022,0.114,1615,1054,FALSE
"16830",2016-08-14 23:18:00,6.9,0.16,8.3,754,211,0.022,0.114,1619,1054,FALSE
"16831",2016-08-14 23:19:00,6.9,0.16,8.3,754,211,0.021,0.114,1659,1049,FALSE
"16832",2016-08-14 23:20:00,6.9,0.16,8.3,754,211,0.021,0.113,1638,1048,FALSE
"16833",2016-08-14 23:21:00,6.9,0.16,8.3,754,211,0.022,0.114,1619,1041,FALSE
"16834",2016-08-14 23:22:00,6.9,0.16,8.31,754,211,0.024,0.114,1643,1040,FALSE
"16835",2016-08-14 23:23:00,6.9,0.16,8.31,754,211,0.022,0.113,1630,1040,FALSE
"16836",2016-08-14 23:24:00,6.9,0.16,8.32,754,211,0.021,0.113,1637,1046,FALSE
"16837",2016-08-14 23:25:00,6.9,0.16,8.32,754,211,0.021,0.113,1616,1047,FALSE
"16838",2016-08-14 23:26:00,6.9,0.16,8.33,754,211,0.021,0.113,1605,1043,FALSE
"16839",2016-08-14 23:27:00,6.9,0.16,8.33,753,211,0.021,0.113,1697,1049,FALSE
"16840",2016-08-14 23:28:00,6.9,0.16,8.34,753,211,0.021,0.11,1726,1047,FALSE
"16841",2016-08-14 23:29:00,6.9,0.16,8.34,754,211,0.024,0.111,1689,1043,FALSE
"16842",2016-08-14 23:30:00,6.9,0.16,8.35,753,211,0.025,0.111,1688,1049,FALSE
"16843",2016-08-14 23:31:00,6.9,0.16,8.35,753,210,0.022,0.111,1685,1047,FALSE
"16844",2016-08-14 23:32:00,6.9,0.16,8.35,754,210,0.021,0.111,1709,1047,FALSE
"16845",2016-08-14 23:33:00,6.9,0.16,8.35,753,210,0.021,0.113,1707,1043,FALSE
"16846",2016-08-14 23:34:00,6.9,0.16,8.36,753,211,0.022,0.111,1719,1048,FALSE
"16847",2016-08-14 23:35:00,6.9,0.16,8.36,753,211,0.023,0.113,1688,1053,FALSE
"16848",2016-08-14 23:36:00,6.9,0.16,8.37,752,211,0.022,0.111,1725,1046,FALSE
"16849",2016-08-14 23:37:00,6.9,0.16,8.37,753,211,0.021,0.111,1685,1047,FALSE
"16850",2016-08-14 23:38:00,6.9,0.16,8.37,753,211,0.024,0.111,1697,1046,FALSE
"16851",2016-08-14 23:39:00,6.9,0.16,8.37,754,210,0.022,0.113,1666,1047,FALSE
"16852",2016-08-14 23:40:00,6.9,0.16,8.37,753,211,0.021,0.111,1721,1053,FALSE
"16853",2016-08-14 23:41:00,6.9,0.16,8.37,753,211,0.021,0.111,1660,1047,FALSE
"16854",2016-08-14 23:42:00,6.9,0.16,8.37,753,210,0.021,0.113,1682,1049,FALSE
"16855",2016-08-14 23:43:00,6.9,0.16,8.37,754,211,0.021,0.11,1660,1053,FALSE
"16856",2016-08-14 23:44:00,6.9,0.16,8.37,754,211,0.022,0.11,1644,1052,FALSE
"16857",2016-08-14 23:45:00,6.9,0.16,8.37,752,211,0.022,0.11,1650,1048,FALSE
"16858",2016-08-14 23:46:00,7,0.16,8.37,753,210,0.025,0.11,1633,1048,FALSE
"16859",2016-08-14 23:47:00,6.9,0.16,8.37,753,210,0.023,0.111,1649,1047,FALSE
"16860",2016-08-14 23:48:00,7,0.16,8.37,753,210,0.022,0.111,1633,1054,FALSE
"16861",2016-08-14 23:49:00,7,0.16,8.37,752,210,0.021,0.111,1662,1055,FALSE
"16862",2016-08-14 23:50:00,7,0.16,8.38,753,211,0.022,0.11,1665,1054,FALSE
"16863",2016-08-14 23:51:00,7,0.16,8.37,754,211,0.022,0.111,1665,1049,FALSE
"16864",2016-08-14 23:52:00,7,0.16,8.36,753,210,0.023,0.111,1660,1048,FALSE
"16865",2016-08-14 23:53:00,7,0.16,8.37,753,211,0.023,0.111,1666,1048,FALSE
"16866",2016-08-14 23:54:00,7,0.16,8.37,754,211,0.024,0.11,1648,1047,FALSE
"16867",2016-08-14 23:55:00,7,0.16,8.36,753,211,0.023,0.111,1616,1046,FALSE
"16868",2016-08-14 23:56:00,7,0.16,8.36,754,210,0.023,0.11,1645,1054,FALSE
"16869",2016-08-14 23:57:00,7,0.16,8.36,754,210,0.022,0.111,1678,1057,FALSE
"16870",2016-08-14 23:58:00,7,0.16,8.35,754,210,0.022,0.11,1653,1055,FALSE
"16871",2016-08-14 23:59:00,7,0.16,8.35,754,211,0.022,0.11,1648,1055,FALSE
"16872",2016-08-15 00:00:00,7,0.16,8.35,754,210,0.023,0.11,1630,1043,FALSE
"16873",2016-08-15 00:01:00,7,0.16,8.35,754,210,0.024,0.11,1653,1046,FALSE
"16874",2016-08-15 00:02:00,7,0.16,8.34,752,210,0.023,0.11,1660,1049,FALSE
"16875",2016-08-15 00:03:00,7,0.16,8.34,753,210,0.023,0.11,1620,1047,FALSE
"16876",2016-08-15 00:04:00,7,0.16,8.34,754,210,0.022,0.11,1651,1048,FALSE
"16877",2016-08-15 00:05:00,7,0.16,8.53733536034794,729.280805155332,210,0.0293949578743681,0.11,1666,1048,TRUE
"16878",2016-08-15 00:06:00,7,0.16,8.53733536034794,730.280805155332,210,0.0293949578743681,0.11,1682,1053,TRUE
"16879",2016-08-15 00:07:00,7,0.16,8.53733536034794,729.280805155332,211,0.0293949578743681,0.11,1656,1048,TRUE
"16880",2016-08-15 00:08:00,7,0.16,8.53733536034794,729.280805155332,210,0.0293949578743681,0.11,1630,1047,TRUE
"16881",2016-08-15 00:09:00,7,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1643,1042,TRUE
"16882",2016-08-15 00:10:00,7,0.16,8.53733536034794,729.280805155332,211,0.0303949578743681,0.11,1668,1048,TRUE
"16883",2016-08-15 00:11:00,7,0.16,8.53733536034794,728.280805155332,210,0.0303949578743681,0.11,1666,1055,TRUE
"16884",2016-08-15 00:12:00,7,0.16,8.53733536034794,730.280805155332,210,0.0303949578743681,0.11,1656,1048,TRUE
"16885",2016-08-15 00:13:00,7,0.16,8.53733536034794,729.280805155332,211,0.0303949578743681,0.11,1671,1053,TRUE
"16886",2016-08-15 00:14:00,7,0.16,8.53733536034794,730.280805155332,210,0.0303949578743681,0.11,1628,1055,TRUE
"16887",2016-08-15 00:15:00,7,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1721,1063,TRUE
"16888",2016-08-15 00:16:00,6.9,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1657,1053,TRUE
"16889",2016-08-15 00:17:00,6.9,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1709,1048,TRUE
"16890",2016-08-15 00:18:00,6.9,0.16,8.53733536034794,728.280805155332,210,0.0303949578743681,0.11,1667,1048,TRUE
"16891",2016-08-15 00:19:00,7,0.16,8.53733536034794,729.280805155332,211,0.0303949578743681,0.11,1711,1052,TRUE
"16892",2016-08-15 00:20:00,7,0.16,8.53733536034794,730.280805155332,210,0.0333949578743681,0.11,1689,1049,TRUE
"16893",2016-08-15 00:21:00,6.9,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1689,1049,TRUE
"16894",2016-08-15 00:22:00,6.9,0.16,8.54733536034794,729.280805155332,210,0.0303949578743681,0.11,1696,1053,TRUE
"16895",2016-08-15 00:23:00,6.9,0.16,8.35,753,210,0.025,0.11,1717,1046,FALSE
"16896",2016-08-15 00:24:00,6.9,0.16,8.34,753,210,0.023,0.11,1656,1046,FALSE
"16897",2016-08-15 00:25:00,6.9,0.16,8.35,753,210,0.024,0.11,1711,1046,FALSE
"16898",2016-08-15 00:26:00,6.9,0.16,8.35,753,210,0.022,0.11,1666,1047,FALSE
"16899",2016-08-15 00:27:00,6.9,0.16,8.35,753,211,0.023,0.11,1637,1048,FALSE
"16900",2016-08-15 00:28:00,6.9,0.16,8.35,753,210,0.024,0.11,1648,1047,FALSE
"16901",2016-08-15 00:29:00,6.9,0.16,8.35,754,210,0.022,0.11,1686,1046,FALSE
"16902",2016-08-15 00:30:00,6.9,0.16,8.35,753,210,0.023,0.11,1650,1046,FALSE
"16903",2016-08-15 00:31:00,6.9,0.16,8.35,753,210,0.023,0.11,1685,1046,FALSE
"16904",2016-08-15 00:32:00,6.9,0.16,8.35,754,210,0.023,0.11,1627,1049,FALSE
"16905",2016-08-15 00:33:00,6.9,0.16,8.35,754,210,0.022,0.11,1667,1054,FALSE
"16906",2016-08-15 00:34:00,6.9,0.16,8.35,754,210,0.022,0.109,1685,1052,FALSE
"16907",2016-08-15 00:35:00,6.9,0.16,8.34,752,210,0.023,0.109,1684,1048,FALSE
"16908",2016-08-15 00:36:00,6.9,0.16,8.35,753,210,0.023,0.109,1729,1055,FALSE
"16909",2016-08-15 00:37:00,6.9,0.16,8.35,753,210,0.022,0.109,1694,1057,FALSE
"16910",2016-08-15 00:38:00,6.9,0.16,8.35,753,210,0.022,0.109,1673,1054,FALSE
"16911",2016-08-15 00:39:00,6.9,0.16,8.35,753,210,0.023,0.108,1689,1052,FALSE
"16912",2016-08-15 00:40:00,6.9,0.16,8.35,752,210,0.025,0.11,1682,1049,FALSE
"16913",2016-08-15 00:41:00,6.9,0.16,8.35,753,210,0.023,0.109,1684,1048,FALSE
"16914",2016-08-15 00:42:00,6.9,0.16,8.35,753,210,0.026,0.109,1715,1053,FALSE
"16915",2016-08-15 00:43:00,6.9,0.16,8.35,753,211,0.023,0.108,1672,1047,FALSE
"16916",2016-08-15 00:44:00,6.9,0.16,8.35,753,210,0.023,0.109,1703,1046,FALSE
"16917",2016-08-15 00:45:00,6.9,0.16,8.35,752,210,0.025,0.109,1706,1053,FALSE
"16918",2016-08-15 00:46:00,6.9,0.16,8.35,753,210,0.023,0.109,1694,1053,FALSE
"16919",2016-08-15 00:47:00,6.9,0.16,8.35,752,210,0.023,0.109,1717,1048,FALSE
"16920",2016-08-15 00:48:00,6.9,0.16,8.36,752,210,0.023,0.108,1729,1054,FALSE
"16921",2016-08-15 00:49:00,6.9,0.16,8.36,752,210,0.023,0.109,1732,1052,FALSE
"16922",2016-08-15 00:50:00,6.9,0.16,8.36,752,210,0.024,0.109,1700,1047,FALSE
"16923",2016-08-15 00:51:00,6.9,0.16,8.36,752,210,0.023,0.11,1714,1049,FALSE
"16924",2016-08-15 00:52:00,6.9,0.16,8.37,751,210,0.024,0.109,1755,1048,FALSE
"16925",2016-08-15 00:53:00,6.9,0.16,8.36,752,210,0.024,0.109,1725,1048,FALSE
"16926",2016-08-15 00:54:00,6.9,0.16,8.36,752,211,0.026,0.11,1737,1057,FALSE
"16927",2016-08-15 00:55:00,6.9,0.16,8.36,752,210,0.024,0.109,1729,1043,FALSE
"16928",2016-08-15 00:56:00,6.9,0.16,8.37,752,210,0.024,0.11,1708,1054,FALSE
"16929",2016-08-15 00:57:00,6.9,0.16,8.37,752,210,0.024,0.11,1740,1054,FALSE
"16930",2016-08-15 00:58:00,6.9,0.16,8.37,753,210,0.028,0.11,1725,1054,FALSE
"16931",2016-08-15 00:59:00,6.9,0.16,8.36,752,211,0.024,0.11,1769,1054,FALSE
"16932",2016-08-15 01:00:00,6.9,0.16,8.36,752,210,0.024,0.11,1708,1061,FALSE
"16933",2016-08-15 01:01:00,6.9,0.17,8.36,753,211,0.026,0.11,1703,1048,FALSE
"16934",2016-08-15 01:02:00,6.9,0.16,8.36,752,210,0.025,0.11,1707,1055,FALSE
"16935",2016-08-15 01:03:00,6.9,0.16,8.36,752,210,0.03,0.11,1760,1049,FALSE
"16936",2016-08-15 01:04:00,6.9,0.17,8.37,753,210,0.024,0.11,1769,1053,FALSE
"16937",2016-08-15 01:05:00,6.9,0.16,8.36,751,210,0.024,0.11,1790,1049,FALSE
"16938",2016-08-15 01:06:00,6.9,0.16,8.36,752,211,0.024,0.11,1771,1052,FALSE
"16939",2016-08-15 01:07:00,6.9,0.16,8.36,753,210,0.028,0.11,1741,1059,FALSE
"16940",2016-08-15 01:08:00,6.9,0.16,8.36,752,210,0.028,0.11,1770,1057,FALSE
"16941",2016-08-15 01:09:00,6.9,0.16,8.36,753,210,0.024,0.11,1805,1053,FALSE
"16942",2016-08-15 01:10:00,6.9,0.16,8.36,752,210,0.024,0.11,1771,1053,FALSE
"16943",2016-08-15 01:11:00,6.9,0.16,8.36,752,210,0.025,0.11,1778,1052,FALSE
"16944",2016-08-15 01:12:00,6.9,0.16,8.36,753,207,0.025,0.11,1732,1054,FALSE
"16945",2016-08-15 01:13:00,6.9,0.16,8.35,753,210,0.024,0.11,1754,1054,FALSE
"16946",2016-08-15 01:14:00,6.9,0.16,8.35,753,210,0.024,0.11,1763,1057,FALSE
"16947",2016-08-15 01:15:00,6.9,0.16,8.35,753,210,0.024,0.11,1758,1053,FALSE
"16948",2016-08-15 01:16:00,6.9,0.16,8.35,753,207,0.025,0.11,1672,1054,FALSE
"16949",2016-08-15 01:17:00,6.9,0.16,8.35,753,207,0.024,0.11,1557,1047,FALSE
"16950",2016-08-15 01:18:00,6.9,0.16,8.35,753,207,0.024,0.11,1474,1054,FALSE
"16951",2016-08-15 01:19:00,6.9,0.16,8.35,754,207,0.024,0.11,1509,1054,FALSE
"16952",2016-08-15 01:20:00,6.9,0.16,8.35,753,207,0.024,0.11,1468,1048,FALSE
"16953",2016-08-15 01:21:00,6.9,0.16,8.34,753,207,0.028,0.11,1527,1048,FALSE
"16954",2016-08-15 01:22:00,6.9,0.16,8.34,753,207,0.024,0.11,1464,1053,FALSE
"16955",2016-08-15 01:23:00,6.9,0.16,8.34,753,207,0.025,0.11,1494,1049,FALSE
"16956",2016-08-15 01:24:00,6.9,0.16,8.34,753,207,0.024,0.11,1466,1048,FALSE
"16957",2016-08-15 01:25:00,6.9,0.16,8.34,753,210,0.024,0.11,1510,1043,FALSE
"16958",2016-08-15 01:26:00,6.9,0.16,8.34,754,210,0.025,0.11,1494,1055,FALSE
"16959",2016-08-15 01:27:00,6.9,0.16,8.34,753,207,0.029,0.111,1498,1053,FALSE
"16960",2016-08-15 01:28:00,6.9,0.16,8.33,754,211,0.024,0.11,1491,1052,FALSE
"16961",2016-08-15 01:29:00,6.9,0.16,8.33,754,210,0.024,0.11,1498,1046,FALSE
"16962",2016-08-15 01:30:00,6.9,0.16,8.33,754,207,0.025,0.111,1482,1053,FALSE
"16963",2016-08-15 01:31:00,6.9,0.16,8.33,754,207,0.024,0.111,1541,1048,FALSE
"16964",2016-08-15 01:32:00,6.9,0.16,8.33,754,207,0.024,0.111,1543,994,FALSE
"16965",2016-08-15 01:33:00,6.9,0.16,8.33,754,207,0.024,0.11,1539,945,FALSE
"16966",2016-08-15 01:34:00,6.9,0.17,8.33,754,207,0.025,0.111,1543,938,FALSE
"16967",2016-08-15 01:35:00,6.9,0.17,8.33,754,207,0.024,0.11,1561,937,FALSE
"16968",2016-08-15 01:36:00,6.9,0.17,8.33,754,207,0.024,0.111,1459,932,FALSE
"16969",2016-08-15 01:37:00,6.9,0.17,8.33,753,207,0.024,0.11,1451,934,FALSE
"16970",2016-08-15 01:38:00,6.9,0.17,8.33,754,207,0.024,0.11,1466,938,FALSE
"16971",2016-08-15 01:39:00,6.9,0.17,8.32,754,207,0.024,0.11,1526,938,FALSE
"16972",2016-08-15 01:40:00,6.9,0.17,8.32,754,210,0.026,0.11,1481,938,FALSE
"16973",2016-08-15 01:41:00,6.9,0.17,8.32,754,210,0.024,0.11,1532,934,FALSE
"16974",2016-08-15 01:42:00,6.9,0.17,8.32,754,210,0.024,0.11,1460,932,FALSE
"16975",2016-08-15 01:43:00,6.9,0.17,8.32,754,210,0.024,0.11,1442,937,FALSE
"16976",2016-08-15 01:44:00,6.9,0.17,8.32,753,210,0.024,0.11,1474,936,FALSE
"16977",2016-08-15 01:45:00,6.9,0.17,8.32,754,210,0.024,0.11,1466,942,FALSE
"16978",2016-08-15 01:46:00,6.9,0.17,8.32,753,207,0.027,0.109,1487,939,FALSE
"16979",2016-08-15 01:47:00,6.9,0.17,8.32,753,210,0.024,0.11,1471,934,FALSE
"16980",2016-08-15 01:48:00,6.9,0.17,8.32,753,210,0.023,0.11,1464,937,FALSE
"16981",2016-08-15 01:49:00,6.9,0.17,8.32,754,210,0.023,0.109,1478,937,FALSE
"16982",2016-08-15 01:50:00,6.9,0.17,8.32,753,210,0.025,0.109,1498,928,FALSE
"16983",2016-08-15 01:51:00,6.9,0.17,8.31,754,210,0.023,0.109,1468,932,FALSE
"16984",2016-08-15 01:52:00,6.9,0.17,8.3,753,210,0.024,0.109,1446,938,FALSE
"16985",2016-08-15 01:53:00,6.9,0.17,8.3,754,210,0.023,0.109,1487,928,FALSE
"16986",2016-08-15 01:54:00,6.9,0.17,8.31,753,210,0.023,0.109,1446,930,FALSE
"16987",2016-08-15 01:55:00,6.9,0.17,8.3,754,210,0.023,0.11,1487,928,FALSE
"16988",2016-08-15 01:56:00,6.9,0.17,8.3,754,210,0.023,0.109,1482,930,FALSE
"16989",2016-08-15 01:57:00,6.9,0.17,8.3,753,210,0.023,0.11,1482,937,FALSE
"16990",2016-08-15 01:58:00,6.9,0.17,8.3,754,210,0.023,0.11,1523,937,FALSE
"16991",2016-08-15 01:59:00,6.9,0.17,8.3,754,210,0.023,0.109,1534,936,FALSE
"16992",2016-08-15 02:00:00,6.9,0.17,8.3,754,210,0.023,0.11,1495,938,FALSE
"16993",2016-08-15 02:01:00,6.9,0.17,8.3,754,210,0.023,0.11,1516,942,FALSE
"16994",2016-08-15 02:02:00,6.9,0.16,8.3,754,210,0.023,0.109,1472,937,FALSE
"16995",2016-08-15 02:03:00,6.9,0.16,8.3,754,210,0.023,0.11,1504,932,FALSE
"16996",2016-08-15 02:04:00,6.9,0.16,8.3,753,210,0.023,0.11,1517,942,FALSE
"16997",2016-08-15 02:05:00,6.9,0.17,8.3,754,210,0.023,0.11,1524,942,FALSE
"16998",2016-08-15 02:06:00,6.9,0.17,8.3,754,210,0.025,0.109,1472,937,FALSE
"16999",2016-08-15 02:07:00,6.9,0.16,8.3,754,210,0.023,0.11,1481,938,FALSE
"17000",2016-08-15 02:08:00,6.9,0.17,8.29,754,210,0.023,0.11,1488,932,FALSE
"17001",2016-08-15 02:09:00,6.9,0.17,8.29,754,210,0.023,0.11,1471,938,FALSE
"17002",2016-08-15 02:10:00,6.9,0.17,8.3,754,210,0.023,0.11,1534,937,FALSE
"17003",2016-08-15 02:11:00,6.8,0.17,8.3,754,210,0.023,0.11,1509,938,FALSE
"17004",2016-08-15 02:12:00,6.9,0.17,8.29,754,210,0.023,0.11,1511,943,FALSE
"17005",2016-08-15 02:13:00,6.8,0.17,8.29,753,210,0.023,0.109,1547,936,FALSE
"17006",2016-08-15 02:14:00,6.8,0.17,8.29,754,210,0.023,0.11,1532,937,FALSE
"17007",2016-08-15 02:15:00,6.8,0.17,8.29,753,210,0.023,0.11,1494,934,FALSE
"17008",2016-08-15 02:16:00,6.9,0.17,8.29,754,210,0.023,0.11,1510,942,FALSE
"17009",2016-08-15 02:17:00,6.9,0.17,8.29,753,210,0.023,0.109,1510,942,FALSE
"17010",2016-08-15 02:18:00,6.9,0.17,8.29,754,210,0.023,0.11,1530,942,FALSE
"17011",2016-08-15 02:19:00,6.9,0.17,8.29,753,210,0.022,0.11,1500,943,FALSE
"17012",2016-08-15 02:20:00,6.8,0.17,8.29,754,210,0.022,0.109,1501,936,FALSE
"17013",2016-08-15 02:21:00,6.8,0.17,8.29,754,210,0.022,0.109,1475,936,FALSE
"17014",2016-08-15 02:22:00,6.8,0.17,8.28,754,210,0.022,0.109,1532,938,FALSE
"17015",2016-08-15 02:23:00,6.8,0.17,8.29,753,210,0.023,0.108,1533,939,FALSE
"17016",2016-08-15 02:24:00,6.8,0.17,8.28,754,210,0.023,0.109,1538,936,FALSE
"17017",2016-08-15 02:25:00,6.8,0.17,8.29,753,210,0.023,0.106,1538,932,FALSE
"17018",2016-08-15 02:26:00,6.8,0.16,8.29,753,210,0.023,0.108,1553,934,FALSE
"17019",2016-08-15 02:27:00,6.8,0.16,8.29,753,210,0.023,0.108,1543,938,FALSE
"17020",2016-08-15 02:28:00,6.8,0.16,8.29,753,210,0.025,0.108,1568,931,FALSE
"17021",2016-08-15 02:29:00,6.8,0.16,8.29,753,210,0.023,0.108,1509,938,FALSE
"17022",2016-08-15 02:30:00,6.8,0.16,8.3,753,210,0.023,0.108,1489,942,FALSE
"17023",2016-08-15 02:31:00,6.8,0.16,8.3,753,210,0.023,0.106,1521,947,FALSE
"17024",2016-08-15 02:32:00,6.8,0.16,8.3,753,210,0.024,0.106,1649,938,FALSE
"17025",2016-08-15 02:33:00,6.8,0.16,8.3,754,210,0.023,0.108,1604,943,FALSE
"17026",2016-08-15 02:34:00,6.8,0.16,8.3,752,210,0.023,0.108,1644,943,FALSE
"17027",2016-08-15 02:35:00,6.8,0.16,8.3,752,210,0.023,0.106,1576,942,FALSE
